Box_conveyor;Part_conveyor;Grab;C_plus;Auto;Manual;Emergency_stop;Reset_button;Start;Stop;Part_at_place;Box_at_place;Detected;C_limit;Temps_occurrence
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826202224089
false;false;false;false;true;false;true;false;false;true;false;false;true;true;63826202316790
false;false;false;false;true;false;true;false;false;true;false;false;true;true;63826202350270
false;false;false;false;true;false;true;false;false;true;false;false;true;true;63826202656178
false;false;true;false;true;false;true;false;false;true;false;false;true;true;63826202674168
false;false;true;false;true;false;true;false;false;true;false;false;true;true;63826202687158
false;false;true;false;true;false;true;false;false;true;false;false;true;true;63826202807641
false;false;true;false;true;false;true;false;false;true;true;false;true;true;63826202893362
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826202910351
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826202960319
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826203074249
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826203171812
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826203187311
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826203331727
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826203364706
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826203397194
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826203509124
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826203533110
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826203677020
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826203710999
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826203742979
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826203774959
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826203864904
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826203914873
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826203977834
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826204251670
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826204395580
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826204459540
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826204524499
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826204557479
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826204637431
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826204669410
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826204700391
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826204765351
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826204829312
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826204976220
false;true;true;false;true;false;true;false;false;true;false;false;true;true;63826205408956
false;false;false;false;true;false;true;false;false;true;false;false;true;true;63826205426946
false;false;false;false;true;false;true;false;false;true;false;false;true;true;63826205441936
false;false;false;false;true;false;true;false;false;true;false;false;true;true;63826205558864
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826205623826
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826205657802
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826205721762
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826205754741
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826205818703
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826205856680
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826205889659
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826205954618
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826206069124
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826206107570
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826206107571
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826206194492
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826206194493
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826206194494
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826206194495
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826206194496
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826206194497
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826206194498
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826206194499
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826206194500
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826206194501
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826206194502
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826207102945
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826207125795
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826207189755
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826207189756
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826207189757
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826207193568
false;false;false;false;true;false;true;false;false;true;false;false;true;true;63826207193569
false;false;false;false;true;false;true;false;false;true;false;false;true;true;63826207193570
false;false;false;false;true;false;true;false;false;true;false;false;true;true;63826208103338
false;false;true;false;true;false;true;false;false;true;false;false;true;true;63826208103339
false;false;true;false;true;false;true;false;false;true;false;false;true;true;63826208105318
false;false;true;false;true;false;true;false;false;true;false;false;true;true;63826208108253
false;false;true;false;true;false;true;false;false;true;true;false;true;true;63826208108254
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826208136176
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826208169154
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826208182084
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826208182085
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826208182086
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826208182087
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826208189895
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826208189896
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826208189897
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826209118949
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826209183476
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826209183477
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826209183478
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826209194959
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826209194960
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826209197710
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826209197711
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826209197712
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826210098580
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826210098581
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826210100539
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826210102521
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826210172477
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826210172478
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826210172479
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826210172480
false;true;true;false;true;false;true;false;false;true;false;false;true;true;63826210172481
false;false;false;false;true;false;true;false;false;true;false;false;true;true;63826210172482
false;false;false;false;true;false;true;false;false;true;false;false;true;true;63826210178041
false;false;false;false;true;false;true;false;false;true;false;false;true;true;63826211102954
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826211106941
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826211106942
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826211151542
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826211151543
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826211152166
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826211152167
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826211152168
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826211164095
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826211195076
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826211195077
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826211195078
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826211195079
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826211195080
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826211195081
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826211195082
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826212107678
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826212141657
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826212179633
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826212179634
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826212179635
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826212187567
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826212187568
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826212187569
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826212187570
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826212187571
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826212187572
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826213103723
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826213160664
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826213170600
false;false;false;false;true;false;true;false;false;true;false;false;true;true;63826213170601
false;false;false;false;true;false;true;false;false;true;false;false;true;true;63826213170602
false;false;false;false;true;false;true;false;false;true;false;false;true;true;63826213170603
false;false;true;false;true;false;true;false;false;true;false;false;true;true;63826213170604
false;false;true;false;true;false;true;false;false;true;false;false;true;true;63826213170605
false;false;true;false;true;false;true;false;false;true;false;false;true;true;63826213170606
false;false;true;false;true;false;true;false;false;true;true;false;true;true;63826213170607
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826213170608
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826213170609
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826214105031
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826214155952
false;true;true;true;true;false;true;false;false;true;true;false;true;true;63826214174938
false;true;true;true;true;false;true;false;false;true;true;false;true;false;63826214188868
false;true;true;true;true;false;true;false;false;true;true;false;true;false;63826214188869
false;true;true;true;true;false;true;false;false;true;true;false;true;false;63826214188870
false;true;true;true;true;false;true;false;false;true;true;false;true;false;63826214188871
false;true;true;true;true;false;true;false;false;true;true;false;true;false;63826214188872
false;true;true;true;true;false;true;false;false;true;true;false;true;false;63826214197738
false;true;true;true;true;false;true;false;false;true;true;false;true;false;63826214197739
false;true;true;true;true;false;true;false;false;true;true;false;true;false;63826214197740
false;true;true;true;true;false;true;false;false;true;true;false;true;false;63826214197741
false;true;true;true;true;false;true;false;false;true;true;false;true;true;63826214197742
false;true;true;true;true;false;true;false;false;true;true;false;true;true;63826214197743
false;true;true;true;true;false;true;false;false;true;true;false;true;true;63826214197744
false;true;true;true;true;false;true;false;false;true;true;false;true;true;63826214197745
false;true;true;true;true;false;true;false;false;true;true;false;true;true;63826214197746
false;true;true;true;true;false;true;false;false;true;true;false;true;true;63826215113681
false;true;true;true;true;false;true;false;false;true;true;false;true;true;63826215154258
false;true;true;true;true;false;true;false;false;true;true;false;true;true;63826215154259
false;true;true;true;true;false;true;false;false;true;true;false;true;true;63826215185178
false;true;true;true;true;false;true;false;false;true;true;false;true;true;63826215185179
false;true;true;true;true;false;true;false;false;true;true;false;true;true;63826215185180
false;true;true;true;true;false;true;false;false;true;true;false;true;true;63826215185181
false;true;true;true;true;false;true;false;false;true;true;false;true;true;63826215195989
false;true;true;true;true;false;true;false;false;true;true;false;true;true;63826215195990
false;true;false;false;true;false;true;false;false;true;true;false;true;true;63826216200800
false;true;false;false;true;false;true;false;false;true;true;false;true;true;63826216218789
false;true;false;false;true;false;true;false;false;true;true;false;true;false;63826216324724
false;true;false;false;true;false;true;false;false;true;true;false;false;false;63826216389683
false;true;false;false;true;false;true;false;false;true;true;false;false;false;63826216408671
false;false;false;false;true;false;true;false;false;true;false;false;false;false;63826216472639
false;false;false;false;true;false;true;false;false;true;false;false;false;false;63826216534599
false;false;false;false;true;false;true;false;false;true;false;false;false;false;63826216597560
true;false;false;false;true;false;true;false;false;true;false;false;false;false;63826216743469
true;false;false;false;true;false;true;false;false;true;false;false;false;true;63826216967330
false;false;false;false;true;false;true;false;false;true;false;true;false;true;63826218982644
true;false;false;false;true;false;true;false;false;true;false;false;false;true;63826219215138
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826219231129
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826219265107
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826219393032
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826219426015
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826219457995
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826219487574
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826219590080
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826219620728
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826219669699
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826219763292
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826219794911
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826219826892
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826219906844
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826220068460
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826220310313
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826220323305
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826220547674
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826220613633
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826220715570
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826220828499
false;false;false;false;true;false;true;false;false;true;false;false;false;true;63826220924440
false;false;false;false;true;false;true;false;false;true;false;false;true;true;63826220960419
false;false;false;false;true;false;true;false;false;true;false;false;true;true;63826220999394
false;false;false;false;true;false;true;false;false;true;false;false;true;true;63826221300764
false;false;true;false;true;false;true;false;false;true;false;false;true;true;63826221317753
false;false;true;false;true;false;true;false;false;true;false;false;true;true;63826221339740
false;false;true;false;true;false;true;false;false;true;false;false;true;true;63826221467214
false;false;true;false;true;false;true;false;false;true;true;false;true;true;63826221539018
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826221555010
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826221601271
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826221713522
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826221842994
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826221860983
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826222005892
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826222037873
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826222084843
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826222178785
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826222211764
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826222359675
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826222422493
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826222463477
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826222491460
false;true;true;false;true;false;true;false;false;true;true;false;true;true;63826222523119
